root,file,ra,dec,srcid,msamet,slitid,grating,exptime,wmin,wmax,sn50,flux50,ctime,version,References,nRef,zfit,z,grade,reviewer,comment,thumb,slit_thumb,FITS,fnu,flam,has_v3,flam_v3
jades-gds04-v4,jades-gds04-v4_g395h-f290lp_1286_42831.spec.fits,53.0470038,-27.868135,42831,jw01286004001_01_msa.fits,103,G395H_F290LP,8534.5,2.83,4.48,0.4,0.084,50:59.3,0.9.5.dev2+g80b81b4,-,0,4.1457,4.1457,3,Auto,Redshift matches jades-gds04-v3_prism-clear_1286_42831 z=4.1561,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_prism-clear_1180_199133.spec.fits,53.1582528,-27.8115346,199133,jw01180136001_03_msa.fits,446,PRISM_CLEAR,7440.3,0.55,5.5,3.9,0.084,56:55.6,0.9.5.dev2+g80b81b4,-,0,3.3096,3.3096,3,Auto,Redshift matches jades-gds-wide3-v3_g235m-f170lp_1180_199133 z=3.3036,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_g395m-f290lp_1286_20179485.spec.fits,53.0873786,-27.8603251,20179485,jw01286002001_01_msa.fits,103,G395M_F290LP,8534.5,2.69,5.5,0.3,0.084,47:06.4,0.9.5.dev2+g80b81b4,-,0,7.952,7.952,3,Auto,Redshift matches jades-gds10-v4_g235m-f170lp_1287_20179485 z=7.9522,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g140m-f070lp_1286_86560.spec.fits,53.1372421,-27.8335429,86560,jw01286005001_05_msa.fits,763,G140M_F070LP,8534.5,0.66,2.72,0.4,0.084,51:07.9,0.9.5.dev2+g80b81b4,-,0,1.8068,1.8068,3,Auto,Redshift matches jades-gds05-v3_g235m-f170lp_1286_86560 z=1.8068,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_g140m-f070lp_1286_20025526.spec.fits,53.0994268,-27.8803761,20025526,jw01286002001_01_msa.fits,90,G140M_F070LP,8534.5,0.66,2.61,0.3,0.084,46:52.1,0.9.5.dev2+g80b81b4,-,0,7.9321,7.9321,3,Auto,Redshift matches jades-gds02-v3_g395h-f290lp_1286_20025526 z=7.9507,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_prism-clear_1286_86986.spec.fits,53.1317997,-27.8330045,86986,jw01286002001_03_msa.fits,356,PRISM_CLEAR,2844.8,0.55,5.5,1.2,0.084,10:49.3,0.9.5.dev2+g80b81b4,-,0,3.2396,3.2396,3,Auto,Redshift matches jades-gds02-v3_prism-clear_1286_86986 z=3.2379,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g140m-f070lp_1286_225738.spec.fits,53.1534072,-27.8432858,225738,jw01286005001_04_msa.fits,645,G140M_F070LP,2844.8,0.66,1.96,0.3,0.084,12:32.4,0.9.5.dev2+g80b81b4,-,0,3.2363,3.2363,3,Auto,Redshift matches jades-gds05-v3_g235m-f170lp_1286_225738 z=3.2394,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g235m-f170lp_1180_4736.spec.fits,53.1640716,-27.8191086,4736,jw01180135001_01_msa.fits,50,G235M_F170LP,9191,1.61,3.98,0.3,0.084,55:27.1,0.9.5.dev2+g80b81b4,-,0,4.025,4.025,3,Auto,Redshift matches jades-gds-wide2-v4_prism-clear_1180_4736 z=4.0243,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g235m-f170lp_1286_20077159.spec.fits,53.1336265,-27.8449872,20077159,jw01286005001_05_msa.fits,797,G235M_F170LP,8534.5,1.6,4.55,0.3,0.084,50:47.4,0.9.5.dev2+g80b81b4,-,0,9.0483,9.0483,3,Auto,Redshift matches jades-gds02-v3_g395h-f290lp_1286_20077159 z=9.0538,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_prism-clear_1287_15568.spec.fits,53.105399,-27.8882781,15568,jw01287001003_02_msa.fits,219,PRISM_CLEAR,66525.3,0.55,5.5,7.8,0.084,45:49.2,0.9.4.dev7+g92b1aa6,-,0,1.1254,1.1254,3,GBr,,,,FITS   d2d,,,0,
jades-gds10-v4,jades-gds10-v4_g140m-f070lp_1287_159687.spec.fits,53.076451,-27.9015064,159687,jw01287001003_01_msa.fits,77,G140M_F070LP,33262.7,0.66,2.58,0.3,0.084,47:07.3,0.9.4.dev7+g92b1aa6,-,0,2.3264,2.3264,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_159687 z=2.3274,,,FITS   d2d,,,0,
gds-barrufet-s156-v4,gds-barrufet-s156-v4_prism-clear_2198_8293.spec.fits,53.12673595,-27.86172065,8293,jw02198004001_01_msa.fits,28,PRISM_CLEAR,2407.2,0.55,5.5,2.3,0.084,32:29.9,0.9.5.dev2+g80b81b4,-,0,4.773,4.773,3,Auto,Redshift matches gds-barrufet-s156-v3_prism-clear_2198_8293 z=4.7656,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g235m-f170lp_1287_159687.spec.fits,53.076451,-27.9015064,159687,jw01287001003_01_msa.fits,77,G235M_F170LP,33262.7,1.61,4.32,0.3,0.083,46:48.7,0.9.4.dev7+g92b1aa6,-,0,2.3264,2.3264,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_159687 z=2.3274,,,FITS   d2d,,,0,
jades-gds03-v4,jades-gds03-v4_g235m-f170lp_1286_189743.spec.fits,53.0540371,-27.8409972,189743,jw01286003001_05_msa.fits,803,G235M_F170LP,5689.7,1.61,4.33,0.5,0.083,30:25.3,0.9.5.dev2+g80b81b4,-,0,3.4447,3.4447,3,Auto,Redshift matches jades-gds03-v3_g140m-f070lp_1286_189743 z=3.4436,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_g395m-f290lp_1180_199133.spec.fits,53.1582528,-27.8115346,199133,jw01180136001_01_msa.fits,89,G395M_F290LP,6127.3,2.69,5.5,0.5,0.083,57:14.3,0.9.5.dev2+g80b81b4,-,0,3.303,3.303,3,Auto,Redshift matches jades-gds-wide3-v3_g235m-f170lp_1180_199133 z=3.3036,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g140m-f070lp_1286_83874.spec.fits,53.1152732,-27.8369599,83874,jw01286005001_05_msa.fits,780,G140M_F070LP,8534.5,0.66,2.72,0.4,0.083,50:01.9,0.9.5.dev2+g80b81b4,-,0,1.73,1.73,3,Auto,Redshift matches jades-gds05-v3_g140m-f070lp_1286_83874 z=1.7301,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_g395h-f290lp_1210_5550.spec.fits,53.1594539,-27.8234648,5550,jw01210001001_01_msa.fits,108,G395H_F290LP,8315.7,2.83,4.49,0.3,0.083,52:18.4,0.9.5.dev2+g80b81b4,ABu23  z=N/A,1,1.8135,1.8135,3,Auto,Redshift matches gds-deep-v3_g395m-f290lp_1210_5550 z=1.8113,,,FITS   d2d,,,1,
jades-gds-wide-v4,jades-gds-wide-v4_g140m-f070lp_1180_9686.spec.fits,53.1643765,-27.8038015,9686,jw01180027001_04_msa.fits,693,G140M_F070LP,3063.7,0.69,2.59,0.1,0.083,28:51.2,0.9.5.dev2+g80b81b4,-,0,3.7025,3.7025,3,Auto,Redshift matches jades-gds-wide-v3_g235m-f170lp_1180_9686 z=3.7025,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_g395m-f290lp_1286_10014581.spec.fits,53.1452028,-27.885513,10014581,jw01286002001_05_msa.fits,673,G395M_F290LP,8534.5,2.69,5.5,0.4,0.083,48:16.4,0.9.5.dev2+g80b81b4,-,0,4.619,4.619,3,Auto,Redshift matches jades-gds02-v3_g395h-f290lp_1286_10014581 z=4.6175,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_g395m-f290lp_1286_189743.spec.fits,53.0540371,-27.8409972,189743,jw01286003001_05_msa.fits,803,G395M_F290LP,5689.7,2.69,5.5,0.6,0.083,30:18.1,0.9.5.dev2+g80b81b4,-,0,3.445,3.445,3,Auto,Redshift matches jades-gds03-v3_g140m-f070lp_1286_189743 z=3.4436,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_g395m-f290lp_1286_48016.spec.fits,53.1195493,-27.8647406,48016,jw01286003001_01_msa.fits,26,G395M_F290LP,2844.8,2.7,5.5,0.3,0.083,27:12.2,0.9.5.dev2+g80b81b4,-,0,3.1329,3.1329,3,Auto,Redshift matches jades-gds03-v3_g235m-f170lp_1286_48016 z=3.1341,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_36717.spec.fits,53.1147547,-27.8007372,36717,jw01180135001_02_msa.fits,332,PRISM_CLEAR,11160.5,0.55,5.5,3.5,0.083,54:54.2,0.9.5.dev2+g80b81b4,-,0,1.7882,1.7882,3,Auto,Redshift matches jades-gds-wide2-v3_prism-clear_1180_36717 z=1.7882,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g140m-f070lp_1180_11034.spec.fits,53.1365869,-27.8113371,11034,jw01180135001_01_msa.fits,75,G140M_F070LP,9191,0.66,2.61,0.3,0.083,57:43.3,0.9.5.dev2+g80b81b4,-,0,2.6938,2.6938,3,Auto,Redshift matches jades-gds-wide2-v3_g395m-f290lp_1180_11034 z=2.6939,,,FITS   d2d,,,1,
jades-gds-w04-v4,jades-gds-w04-v4_prism-clear_1212_2340.spec.fits,53.0573282,-27.8359396,2340,jw01212054001_01_msa.fits,162,PRISM_CLEAR,2407.2,0.55,5.5,1.8,0.083,00:14.0,0.9.5.dev2+g80b81b4,-,0,2.6553,2.6553,3,GBr,,,,FITS   d2d,,,0,
jades-gds06-v4,jades-gds06-v4_g235m-f170lp_1286_282620.spec.fits,53.0719659,-27.8998061,282620,jw01286006001_04_msa.fits,597,G235M_F170LP,8534.5,1.6,4.32,0.3,0.083,51:59.9,0.9.5.dev2+g80b81b4,-,0,2.1943,2.1943,3,Auto,Redshift matches jades-gds06-v3_g235m-f170lp_1286_282620 z=2.1948,,,FITS   d2d,,,1,
gds-egami-ddt-v4,gds-egami-ddt-v4_prism-clear_6541_97858.spec.fits,53.116455,-27.8198357,97858,jw06541001001_01_msa.fits,169,PRISM_CLEAR,24947,0.55,5.5,5.2,0.083,55:14.6,0.9.5.dev2+g80b81b4,-,0,2.6257,2.6257,3,Auto,Redshift matches gds-egami-ddt-v3_prism-clear_6541_97858 z=2.6172,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_g140m-f070lp_1286_283601.spec.fits,53.1278395,-27.8674332,283601,jw01286002001_01_msa.fits,46,G140M_F070LP,2844.8,0.66,2.47,0.2,0.083,11:22.0,0.9.5.dev2+g80b81b4,-,0,3.0241,3.0241,3,Auto,Redshift matches jades-gds02-v3_prism-clear_1286_283601 z=3.0309,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g235m-f170lp_1287_177608.spec.fits,53.0790692,-27.8628936,177608,jw01287001001_01_msa.fits,96,G235M_F170LP,33262.7,1.61,4.32,0.3,0.083,47:05.7,0.9.4.dev7+g92b1aa6,-,0,1.1005,1.1005,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_177608 z=1.0992,,,FITS   d2d,,,0,
jades-gds10-v4,jades-gds10-v4_g235m-f170lp_1287_5093.spec.fits,53.1089604,-27.9030863,5093,jw01287001003_01_msa.fits,38,G235M_F170LP,16631.3,1.75,3.9,0.8,0.083,46:37.2,0.9.4.dev7+g92b1aa6,-,0,3.4918,3.4918,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_5093 z=3.4847,,,FITS   d2d,,,0,
jades-gds03-v4,jades-gds03-v4_prism-clear_1286_177655.spec.fits,53.0681069,-27.8627044,177655,jw01286003001_02_msa.fits,291,PRISM_CLEAR,5689.7,0.55,5.5,2.9,0.083,24:20.5,0.9.5.dev2+g80b81b4,-,0,3.486,3.486,3,Auto,Redshift matches jades-gds03-v3_prism-clear_1286_177655 z=3.4789,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g395h-f290lp_1286_10021620.spec.fits,53.0634393,-27.8958472,10021620,jw01286004001_01_msa.fits,77,G395H_F290LP,8534.5,2.83,4.48,0.3,0.083,50:42.7,0.9.5.dev2+g80b81b4,-,0,2.3194,2.3194,3,Auto,Redshift matches jades-gds04-v3_g395h-f290lp_1286_10021620 z=2.3197,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g235m-f170lp_1286_115488.spec.fits,53.1367723,-27.794327,115488,jw01286005001_01_msa.fits,33,G235M_F170LP,5689.7,1.74,3.9,0.2,0.083,48:52.0,0.9.5.dev2+g80b81b4,-,0,3.7033,3.7033,3,Auto,Redshift matches jades-gds05-v3_prism-clear_1286_115488 z=3.7100,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_g395m-f290lp_1286_189400.spec.fits,53.085441,-27.8424629,189400,jw01286002001_04_msa.fits,610,G395M_F290LP,8534.5,2.69,5.5,0.5,0.082,46:36.1,0.9.5.dev2+g80b81b4,-,0,4.3415,4.3415,3,Auto,Redshift matches jades-gds02-v3_g235m-f170lp_1286_189400 z=4.3416,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g235m-f170lp_1286_161831.spec.fits,53.1058994,-27.8948636,161831,jw01286004001_04_msa.fits,526,G235M_F170LP,5689.7,1.61,3.61,0.5,0.082,47:15.1,0.9.5.dev2+g80b81b4,-,0,5.3181,5.3181,3,Auto,Redshift matches jades-gds04-v3_g235m-f170lp_1286_161831 z=5.3182,,,FITS   d2d,,,1,
jades-gds-w07-v4,jades-gds-w07-v4_prism-clear_1212_5014.spec.fits,53.12683225,-27.86874275,43,jw01212007001_01_msa.fits,43,PRISM_CLEAR,2407.2,0.55,5.5,1.3,0.082,57:33.1,0.9.5.dev2+g80b81b4,-,0,3.0264,3.0264,3,GBr,,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_prism-clear_1180_195645.spec.fits,53.1651964,-27.8234644,195645,jw01180136001_03_msa.fits,479,PRISM_CLEAR,7440.3,0.55,5.5,2.7,0.082,56:26.3,0.9.5.dev2+g80b81b4,-,0,3.0155,3.0155,3,Auto,Redshift matches jades-gds-wide3-v4_g140m-f070lp_1180_195645 z=3.0249,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g395m-f290lp_1180_15141.spec.fits,53.1128792,-27.8057112,15141,jw01180135001_01_msa.fits,140,G395M_F290LP,9191,2.69,5.5,0.7,0.082,55:24.1,0.9.5.dev2+g80b81b4,-,0,3.3262,3.3262,3,Auto,Redshift matches jades-gds-wide2-v3_g235m-f170lp_1180_15141 z=3.3268,,,FITS   d2d,,,1,
jades-gds-w07-v4,jades-gds-w07-v4_prism-clear_1212_4713.spec.fits,53.13999655,-27.87208778,57,jw01212007001_01_msa.fits,57,PRISM_CLEAR,2407.2,0.55,5.5,1.9,0.082,57:12.0,0.9.5.dev2+g80b81b4,-,0,2.8683,2.8683,3,Auto,Redshift matches jades-gds-w07-v3_g395h-f290lp_b57 z=2.8687,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_g140m-f070lp_1210_9306.spec.fits,53.1554822,-27.8038925,9306,jw01210001002_02_msa.fits,267,G140M_F070LP,8315.7,0.66,2.56,0.4,0.082,36:33.0,0.9.5.dev2+g80b81b4,CSi23  z=N/A ;  ABu23  z=4.044,2,4.0455,4.0455,3,Auto,Redshift matches gds-deep-v3_g395m-f290lp_1210_9306 z=4.0442,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_g140m-f070lp_1286_85314.spec.fits,53.1192209,-27.8351632,85314,jw01286003001_04_msa.fits,539,G140M_F070LP,5689.7,0.87,2.18,0.5,0.082,19:50.6,0.9.5.dev2+g80b81b4,-,0,3.5851,3.5851,3,Auto,Redshift matches jades-gds03-v3_g395m-f290lp_1286_85314 z=3.5852,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g395h-f290lp_1286_162416.spec.fits,53.0960056,-27.8931573,162416,jw01286004001_04_msa.fits,549,G395H_F290LP,5689.7,2.83,4.18,0.2,0.082,48:15.5,0.9.5.dev2+g80b81b4,-,0,3.4701,3.4701,3,Auto,Redshift matches jades-gds04-v3_g395h-f290lp_1286_162416 z=3.4705,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_prism-clear_1286_203798.spec.fits,53.1692085,-27.7941334,203798,jw01286005001_02_msa.fits,165,PRISM_CLEAR,2844.8,0.55,5.5,1.4,0.082,13:43.3,0.9.5.dev2+g80b81b4,-,0,2.2511,2.2511,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_203798 z=2.2498,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_prism-clear_1286_74724.spec.fits,53.1398509,-27.8473389,74724,jw01286002001_06_msa.fits,792,PRISM_CLEAR,8534.5,0.55,5.5,3.7,0.082,47:11.5,0.9.5.dev2+g80b81b4,-,0,1.3846,1.3846,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_74724 z=1.3827,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g235m-f170lp_1286_83874.spec.fits,53.1152732,-27.8369599,83874,jw01286005001_01_msa.fits,115,G235M_F170LP,8534.5,1.61,4.55,0.4,0.082,49:53.2,0.9.5.dev2+g80b81b4,-,0,1.73,1.73,3,Auto,Redshift matches jades-gds05-v3_g140m-f070lp_1286_83874 z=1.7301,,,FITS   d2d,,,1,
jades-gds03-v4,jades-gds03-v4_g395m-f290lp_1286_76597.spec.fits,53.0589685,-27.8455032,76597,jw01286003001_01_msa.fits,119,G395M_F290LP,5689.7,2.69,4.94,0.6,0.082,27:41.6,0.9.5.dev2+g80b81b4,-,0,2.3945,2.3945,3,Auto,Redshift matches jades-gds03-v3_g235m-f170lp_1286_76597 z=2.3945,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_prism-clear_1210_37047.spec.fits,53.1107744,-27.7970549,37047,jw01210001002_01_msa.fits,110,PRISM_CLEAR,33262.7,0.55,5.5,4.8,0.082,36:20.6,0.9.5.dev2+g80b81b4,ABu23  z=2.058,1,2.1158,2.1158,3,GBr,,,,FITS   d2d,,,1,
jades-gds-w03-v4,jades-gds-w03-v4_prism-clear_1212_459.spec.fits,53.05550804,-27.83886943,170,jw01212003001_01_msa.fits,170,PRISM_CLEAR,2407.2,0.55,5.5,2.2,0.082,00:44.9,0.9.5.dev2+g80b81b4,-,0,2.3108,2.3108,3,Auto,Redshift matches jades-gds-w03-v3_g395h-f290lp_b170 z=2.3068,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_g235m-f170lp_1286_28333.spec.fits,53.0889367,-27.8789375,28333,jw01286002001_01_msa.fits,108,G235M_F170LP,8534.5,1.61,4.37,0.3,0.081,47:40.0,0.9.5.dev2+g80b81b4,-,0,1.5698,1.5698,3,Auto,Redshift matches jades-gds02-v3_g140m-f070lp_1286_28333 z=1.5692,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g395h-f290lp_1286_174543.spec.fits,53.0394989,-27.8680692,174543,jw01286004001_05_msa.fits,773,G395H_F290LP,2844.8,2.83,3.82,0.1,0.081,13:26.7,0.9.5.dev2+g80b81b4,-,0,2.5613,2.5613,3,Auto,Redshift matches jades-gds04-v3_g235m-f170lp_1286_174543 z=2.5653,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_prism-clear_1210_13545.spec.fits,53.1241269,-27.7991415,13545,jw01210001002_01_msa.fits,112,PRISM_CLEAR,33262.7,0.55,5.5,7.7,0.081,36:48.6,0.9.5.dev2+g80b81b4,CSi23  z=N/A ;  ABu23  z=4.035,2,4.0441,4.0441,3,Auto,Redshift matches gds-deep-v3_prism-clear_1210_13545 z=4.0382,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_g235m-f170lp_1286_20179485.spec.fits,53.0873786,-27.8603251,20179485,jw01286002001_05_msa.fits,752,G235M_F170LP,8534.5,1.6,4.37,0.2,0.081,47:17.3,0.9.5.dev2+g80b81b4,-,0,7.9508,7.9508,3,Auto,Redshift matches jades-gds10-v4_g235m-f170lp_1287_20179485 z=7.9522,,,FITS   d2d,,,1,
gds-egami-ddt-v4,gds-egami-ddt-v4_prism-clear_6541_85407.spec.fits,53.1412977,-27.8350622,85407,jw06541001001_02_msa.fits,283,PRISM_CLEAR,16631.3,0.55,5.5,5.1,0.081,54:58.9,0.9.5.dev2+g80b81b4,-,0,2.5849,2.5849,3,Auto,Redshift matches gds-egami-ddt-v3_prism-clear_6541_85407 z=2.5776,,,FITS   d2d,,,1,
jades-gds-wide3-v4,jades-gds-wide3-v4_g395m-f290lp_1180_98421.spec.fits,53.1676417,-27.819237,98421,jw01180136001_01_msa.fits,106,G395M_F290LP,6127.3,2.69,5.5,0.6,0.081,57:35.4,0.9.5.dev2+g80b81b4,-,0,2.0076,2.0076,3,Auto,Redshift matches jades-gds-wide3-v3_g235m-f170lp_1180_98421 z=2.0073,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g395h-f290lp_1286_33499.spec.fits,53.0889327,-27.8758493,33499,jw01286004001_04_msa.fits,562,G395H_F290LP,8534.5,2.83,4.29,0.2,0.081,50:16.0,0.9.5.dev2+g80b81b4,-,0,3.6991,3.6991,3,Auto,Redshift matches jades-gds04-v3_prism-clear_1286_33499 z=3.7010,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_g395m-f290lp_1287_5093.spec.fits,53.1089604,-27.9030863,5093,jw01287001001_01_msa.fits,37,G395M_F290LP,16631.3,2.88,5.5,1,0.081,46:31.4,0.9.4.dev7+g92b1aa6,-,0,3.4912,3.4912,3,Auto,Redshift matches jades-gds10-v4_prism-clear_1287_5093 z=3.4847,,,FITS   d2d,,,0,
jades-gds-wide2-v4,jades-gds-wide2-v4_prism-clear_1180_6343.spec.fits,53.1690835,-27.7979526,6343,jw01180135001_02_msa.fits,226,PRISM_CLEAR,11160.5,0.55,5.5,3.3,0.081,56:59.2,0.9.5.dev2+g80b81b4,-,0,3.069,3.069,3,Auto,Redshift matches jades-gds-wide2-v3_g235m-f170lp_1180_6343 z=3.0629,,,FITS   d2d,,,1,
gds-deep-v4,gds-deep-v4_g140m-f070lp_1210_9695.spec.fits,53.1626768,-27.8023688,9695,jw01210001001_01_msa.fits,66,G140M_F070LP,16631.3,0.66,2.58,0.6,0.081,38:51.3,0.9.5.dev2+g80b81b4,ABu23  z=4.806 ;  CSi23  z=N/A,2,4.8044,4.8044,3,Auto,Redshift matches gds-deep-v3_g140m-f070lp_1210_9695 z=4.8053,,,FITS   d2d,,,1,
jades-gds06-v4,jades-gds06-v4_g235m-f170lp_1286_172566.spec.fits,53.0622598,-27.8719984,172566,jw01286006001_05_msa.fits,751,G235M_F170LP,8534.5,1.61,4.32,0.5,0.081,50:49.8,0.9.5.dev2+g80b81b4,-,0,3.6465,3.6465,3,Auto,Redshift matches jades-gds06-v3_g235m-f170lp_1286_172566 z=3.6453,,,FITS   d2d,,,1,
jades-gds02-v4,jades-gds02-v4_prism-clear_1286_38580.spec.fits,53.1324632,-27.8716169,38580,jw01286002001_03_msa.fits,381,PRISM_CLEAR,8534.5,0.55,5.5,2.6,0.08,49:15.8,0.9.5.dev2+g80b81b4,-,0,1.9675,1.9675,3,Auto,Redshift matches jades-gds02-v3_g235m-f170lp_1286_38580 z=1.9619,,,FITS   d2d,,,1,
jades-gds-wide2-v4,jades-gds-wide2-v4_g140m-f070lp_1180_15141.spec.fits,53.1128792,-27.8057112,15141,jw01180135001_01_msa.fits,140,G140M_F070LP,9191,0.71,2.61,0.6,0.08,55:08.8,0.9.5.dev2+g80b81b4,-,0,3.3262,3.3262,3,Auto,Redshift matches jades-gds-wide2-v3_g235m-f170lp_1180_15141 z=3.3268,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g235m-f170lp_1286_162416.spec.fits,53.0960056,-27.8931573,162416,jw01286004001_04_msa.fits,549,G235M_F170LP,5689.7,1.75,3.92,0.3,0.08,48:09.7,0.9.5.dev2+g80b81b4,-,0,3.4704,3.4704,3,Auto,Redshift matches jades-gds04-v3_g395h-f290lp_1286_162416 z=3.4705,,,FITS   d2d,,,1,
jades-gds-w06-v4,jades-gds-w06-v4_prism-clear_1212_4017.spec.fits,53.14765865,-27.87660827,49,jw01212006001_01_msa.fits,49,PRISM_CLEAR,2407.2,0.55,5.5,1.6,0.08,58:03.9,0.9.5.dev2+g80b81b4,-,0,2.5309,2.5309,3,Auto,Redshift matches jades-gds-w06-v3_prism-clear_b49 z=2.5310,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g140m-f070lp_1286_279582.spec.fits,53.0973293,-27.8736525,279582,jw01286004001_01_msa.fits,21,G140M_F070LP,8534.5,0.66,2.25,0.7,0.08,48:38.4,0.9.5.dev2+g80b81b4,-,0,3.0014,3.0014,3,Auto,Redshift matches jades-gds04-v3_g235m-f170lp_1286_279582 z=3.0015,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g395m-f290lp_1286_114559.spec.fits,53.1685879,-27.7959999,114559,jw01286005001_04_msa.fits,554,G395M_F290LP,3063.7,2.69,5.5,0.3,0.08,12:10.1,0.9.5.dev2+g80b81b4,-,0,2.8675,2.8675,3,Auto,Redshift matches jades-gds05-v3_g395m-f290lp_1286_114559 z=2.8691,,,FITS   d2d,,,1,
jades-gds-w06-v4,jades-gds-w06-v4_prism-clear_1212_3263.spec.fits,53.11548714,-27.88516204,77,jw01212006001_01_msa.fits,77,PRISM_CLEAR,2407.2,0.55,5.5,2.5,0.08,58:04.4,0.9.5.dev2+g80b81b4,-,0,1.9505,1.9505,3,Auto,Redshift matches jades-gds-w06-v3_prism-clear_b77 z=1.9479,,,FITS   d2d,,,1,
jades-gds05-v4,jades-gds05-v4_g140m-f070lp_1286_193784.spec.fits,53.1608546,-27.8285753,193784,jw01286005001_04_msa.fits,602,G140M_F070LP,8534.5,0.66,2.72,0.4,0.08,51:09.4,0.9.5.dev2+g80b81b4,-,0,2.7045,2.7045,3,Auto,Redshift matches jades-gds05-v3_g235m-f170lp_1286_193784 z=2.7046,,,FITS   d2d,,,1,
jades-gds04-v4,jades-gds04-v4_g140m-f070lp_1286_52500.spec.fits,53.041676,-27.861877,52500,jw01286004001_01_msa.fits,108,G140M_F070LP,8534.5,0.66,2.57,0.4,0.08,50:33.9,0.9.5.dev2+g80b81b4,-,0,3.6487,3.6487,3,Auto,Redshift matches jades-gds04-v3_g395h-f290lp_1286_52500 z=3.6481,,,FITS   d2d,,,1,
jades-gds10-v4,jades-gds10-v4_prism-clear_1287_177608.spec.fits,53.0790692,-27.8628936,177608,jw01287001003_02_msa.fits,278,PRISM_CLEAR,66525.3,0.55,5.5,3.9,0.08,46:37.6,0.9.4.dev7+g92b1aa6,-,0,1.0992,1.0992,3,GBr,,,,FITS   d2d,,,0,
jades-gds02-v4,jades-gds02-v4_g235m-f170lp_1286_86986.spec.fits,53.1317997,-27.8330045,86986,jw01286002001_04_msa.fits,538,G235M_F170LP,2844.8,1.61,3.77,0.2,0.08,10:56.1,0.9.5.dev2+g80b81b4,-,0,3.2399,3.2399,3,Auto,Redshift matches jades-gds02-v3_prism-clear_1286_86986 z=3.2379,,,FITS   d2d,,,1,
